item,cls,source,price,lo,hi,pos_in_range,consumed,trades_per_day,units_per_day,basis
red_bed,RENEWABLE,farmable,85000,80000,150000,7,,2104,2104,last-15 spread
black_bed,RENEWABLE,farmable,90000,88000,99000,18,,1962,1962,last-15 spread
cookie,RENEWABLE,farmable,700,688,703,80,,1195,72952,last-15 spread
crafter,RENEWABLE,farmable,7500,2000,600000,10,,8329,234042,32d candles
filled_map,RENEWABLE,farmable,100000,1200,25000,16,,237966,293982,6d candles
shears,RENEWABLE,farmable,15000,15000,399000,0,,7534,7534,last-15 spread
melon_slice,RENEWABLE,farmable,1250,469,1250,100,,1525,83226,last-15 spread
dried_kelp,RENEWABLE,farmable,156,141,313,9,,2506,154520,last-15 spread
pumpkin_seeds,RENEWABLE,farmable,703,703,1250,0,,932,49780,last-15 spread
melon_seeds,RENEWABLE,farmable,1563,800,5000,18,,290,8985,last-15 spread
cooked_beef,RENEWABLE,farmable,938,930,938,100,,21660,795032,last-15 spread
chicken,RENEWABLE,farmable,3000,1000,5000,50,,385,11641,last-15 spread
cooked_chicken,RENEWABLE,farmable,2344,1561,4849,24,,1942,105849,last-15 spread
rotten_flesh,RENEWABLE,farmable,1250,1016,2000,24,,2956,168642,last-15 spread
ender_pearl,RENEWABLE,farmable,938,28,50000,5,yes,35849,494027,33d candles
ghast_tear,RENEWABLE,farmable,27188,3000,4300000,2,,634,18820,10d candles
gold_nugget,RENEWABLE,farmable,1133,750,2174,27,,1040,53189,last-15 spread
nether_wart,RENEWABLE,farmable,1703,1563,1703,100,,3899,221178,last-15 spread
glass_bottle,RENEWABLE,farmable,1094,1016,1178,48,,3619,220067,last-15 spread
potion,RENEWABLE,farmable,100000,85000,200000,13,yes,39566,39566,last-15 spread
spider_eye,RENEWABLE,farmable,1453,1406,1563,30,,1935,101201,last-15 spread
blaze_powder,RENEWABLE,farmable,1000,781,1250,47,,1883,111079,last-15 spread
magma_cream,RENEWABLE,farmable,3438,2969,3438,100,,711,38984,last-15 spread
brewing_stand,RENEWABLE,farmable,25000,2328,25000,100,,5488,93261,last-15 spread
ender_eye,RENEWABLE,farmable,30000,3109,30000,100,,2025,94772,last-15 spread
glistering_melon_slice,RENEWABLE,farmable,2083,1563,6234,11,,282,9897,last-15 spread
experience_bottle,RENEWABLE,farmable,10000,3000,89000,5,yes,37910,1030863,18d candles
fire_charge,RENEWABLE,farmable,50000,1563,50000,100,,761,19186,last-15 spread
wind_charge,RENEWABLE,farmable,7328,6250,20000,8,yes,9159,366527,last-15 spread
writable_book,RENEWABLE,farmable,67000,65000,70000,40,,6389,6389,last-15 spread
written_book,RENEWABLE,farmable,50000,50000,5000000,0,,4606,6814,last-15 spread
breeze_rod,STRUCTURE,trial chamber (breeze spawner),31250,26563,49000,21,,2099,48775,last-15 spread
mace,RENEWABLE,farmable,5500000,500000,6200000,58,,11164,11164,33d candles
item_frame,RENEWABLE,farmable,13000,5800,13000,100,,15166,331371,last-15 spread
glow_item_frame,RENEWABLE,farmable,8800,8700,10328,6,,2177,40823,last-15 spread
flower_pot,RENEWABLE,farmable,39000,20000,40000,95,,2348,26983,last-15 spread
potato,RENEWABLE,farmable,3125,2344,3125,100,,1917,115246,last-15 spread
baked_potato,RENEWABLE,farmable,1563,1328,1563,100,,955,51905,last-15 spread
poisonous_potato,RENEWABLE,farmable,5000,2714,5000,100,,185,1137,last-15 spread
map,RENEWABLE,farmable,9375,4800,189000,7,,37807,785373,10d candles
golden_carrot,RENEWABLE,farmable,2953,2953,3125,0,,5325,211048,last-15 spread
skeleton_skull,STRUCTURE,charged creeper,261000,110000,10000000,1,,1411,6719,33d candles
zombie_head,STRUCTURE,charged creeper,424000,30000,999000,31,,1407,8211,33d candles
creeper_head,STRUCTURE,charged creeper,262500,117000,1000000,29,,1606,10836,33d candles
dragon_head,STRUCTURE,end ship,51800003,38900000,100000000,20,,1400,1440,33d candles
piglin_head,STRUCTURE,charged creeper,478125,200000,2900000,9,,2882,23798,33d candles
nether_star,RENEWABLE,farmable,180000,170000,184000,71,,1199,4745,last-15 spread
pumpkin_pie,RENEWABLE,farmable,1763,1563,3630,10,,216,10185,last-15 spread
firework_rocket,RENEWABLE,farmable,1094,469,1562,57,yes,9410,532862,last-15 spread
firework_star,RENEWABLE,farmable,10781,10781,10922,0,,551,34775,last-15 spread
nether_brick,RENEWABLE,farmable,1053,469,1406,62,,292,14124,last-15 spread
resin_brick,RENEWABLE,farmable,2328,2252,2328,100,,1325,49461,last-15 spread
prismarine_shard,RENEWABLE,farmable,1176,234,1563,71,,241,13677,last-15 spread
prismarine_crystals,RENEWABLE,farmable,2031,1172,24000,4,,277,11085,last-15 spread
rabbit,RENEWABLE,farmable,10000,3000,10000,100,,151,1140,last-15 spread
cooked_rabbit,RENEWABLE,farmable,5000,3125,25000,9,,43,868,last-15 spread
rabbit_stew,RENEWABLE,farmable,150000,140000,150000,100,,72,72,last-15 spread
rabbit_foot,RENEWABLE,farmable,99900,50000,160000,45,,286,2050,last-15 spread
rabbit_hide,RENEWABLE,farmable,2333,825,3400,59,,167,865,last-15 spread
armor_stand,RENEWABLE,farmable,1813,1250,1875,90,,12908,195139,last-15 spread
copper_horse_armor,RENEWABLE,farmable,80000,20000,99000,76,,680,680,last-15 spread
iron_horse_armor,RENEWABLE,farmable,90000,60000,100000,75,,858,858,last-15 spread
golden_horse_armor,RENEWABLE,farmable,97000,90000,100000,70,,1022,1022,last-15 spread
diamond_horse_armor,RENEWABLE,farmable,45000,15000,50000,86,,1772,1772,last-15 spread
netherite_horse_armor,RENEWABLE,farmable,8000000,6999999,10000000,33,,19,19,last-15 spread
leather_horse_armor,RENEWABLE,farmable,1000000,500000,1000000,100,,114,114,last-15 spread
lead,RENEWABLE,farmable,29000,29000,34999,0,,4075,48402,last-15 spread
name_tag,RENEWABLE,farmable,95000,66900,100000,85,,4565,14536,last-15 spread
mutton,RENEWABLE,farmable,3000,2000,5000,33,,215,3206,last-15 spread
cooked_mutton,RENEWABLE,farmable,5000,3125,5000,100,,168,7643,last-15 spread
white_banner,RENEWABLE,farmable,80000,80000,99900,0,,7234,38704,last-15 spread
magenta_banner,RENEWABLE,farmable,95000,25000,200000,40,,218,308,last-15 spread
light_blue_banner,RENEWABLE,farmable,200000,99990,250000,67,,279,723,last-15 spread
yellow_banner,RENEWABLE,farmable,100000,100000,200000,0,,137,198,last-15 spread
pink_banner,RENEWABLE,farmable,200000,100000,570000,21,,385,478,last-15 spread
gray_banner,RENEWABLE,farmable,42999,18000,500000,5,,27,60,last-15 spread
light_gray_banner,RENEWABLE,farmable,100000,60000,400000,12,,149,149,last-15 spread
cyan_banner,RENEWABLE,farmable,463000,150000,463000,100,,227,358,last-15 spread
purple_banner,RENEWABLE,farmable,199999,50000,1000000,16,,368,508,last-15 spread
green_banner,RENEWABLE,farmable,124000,100000,144000,55,,110,130,last-15 spread
red_banner,RENEWABLE,farmable,199999,150000,250000,50,,1198,3540,last-15 spread
black_banner,RENEWABLE,farmable,250000,200000,250000,100,,2501,9145,last-15 spread
end_crystal,RENEWABLE,farmable,27500,2500,150000,23,yes,18141,423402,33d candles
chorus_fruit,RENEWABLE,farmable,234,156,234,100,,2577,145890,last-15 spread
popped_chorus_fruit,RENEWABLE,farmable,7813,1406,8333,92,,102,4401,last-15 spread
torchflower_seeds,RENEWABLE,farmable,2344,2344,7031,0,,358,14145,last-15 spread
pitcher_pod,RENEWABLE,farmable,2578,2578,9000,0,,169,6160,last-15 spread
beetroot,RENEWABLE,farmable,1563,1172,1563,100,,178,9728,last-15 spread
beetroot_seeds,RENEWABLE,farmable,833,781,1340,9,,255,11731,last-15 spread
beetroot_soup,RENEWABLE,farmable,42000,39000,46000,43,,41,41,last-15 spread
dragon_breath,RENEWABLE,farmable,11719,11094,79000,1,,917,35356,last-15 spread
splash_potion,RENEWABLE,farmable,25000,20000,40000,25,yes,94383,94383,last-15 spread
spectral_arrow,RENEWABLE,farmable,1172,1094,1172,100,yes,931,54827,last-15 spread
tipped_arrow,RENEWABLE,farmable,7333,2188,9756,68,yes,7859,414925,last-15 spread
lingering_potion,RENEWABLE,farmable,50000,50000,100000,0,yes,1698,1698,last-15 spread
shield,RENEWABLE,farmable,19000,19000,500000,0,,14720,14720,last-15 spread
wooden_spear,RENEWABLE,farmable,50000,5000,499000,9,,197,197,last-15 spread
stone_spear,RENEWABLE,farmable,6000,4000,19000,13,,317,317,last-15 spread
copper_spear,RENEWABLE,farmable,10000,9999,20000,0,,145,145,last-15 spread
golden_spear,RENEWABLE,farmable,99000,20000,120000,79,,76,76,last-15 spread
diamond_spear,RENEWABLE,farmable,250000,30000,270000,92,,6514,6514,last-15 spread
netherite_spear,RENEWABLE,farmable,5499999,5499999,6000000,0,,903,903,last-15 spread
totem_of_undying,RENEWABLE,farmable,150000,28900,299000,29,yes,24083,24083,33d candles
shulker_shell,RENEWABLE,farmable,4688,5000,669000,7,,2180,126728,5d candles
iron_nugget,RENEWABLE,farmable,1000,522,1563,46,,240,8570,last-15 spread
copper_nugget,RENEWABLE,farmable,1563,1016,2953,28,,42,1414,last-15 spread
music_disc_13,RENEWABLE,farmable,20000,8000,25000,71,,1079,1079,last-15 spread
music_disc_cat,RENEWABLE,farmable,30000,10000,30000,100,,1124,1124,last-15 spread
music_disc_blocks,RENEWABLE,farmable,235119,199000,749000,7,,155,155,last-15 spread
music_disc_chirp,RENEWABLE,farmable,500000,15000,699000,71,,211,211,last-15 spread
music_disc_creator,STRUCTURE,trial chamber,100000,50000,100000,100,,521,521,last-15 spread
music_disc_creator_music_box,RENEWABLE,farmable,121741,80000,150000,60,,290,290,last-15 spread
music_disc_far,RENEWABLE,farmable,200000,99000,800000,14,,95,95,last-15 spread
music_disc_lava_chicken,RENEWABLE,farmable,249999,249999,298000,0,,1005,1005,last-15 spread
music_disc_mall,RENEWABLE,farmable,200000,200000,300000,0,,301,301,last-15 spread
music_disc_mellohi,RENEWABLE,farmable,595000,200000,899000,57,,237,237,last-15 spread
music_disc_stal,RENEWABLE,farmable,150000,25000,3000000,4,,182,182,last-15 spread
music_disc_strad,RENEWABLE,farmable,199000,100000,299000,50,,255,255,last-15 spread
music_disc_ward,RENEWABLE,farmable,499000,75000,800000,58,,125,125,last-15 spread
music_disc_11,RENEWABLE,farmable,400000,398000,450000,4,,220,220,last-15 spread
music_disc_wait,RENEWABLE,farmable,159750,127546,211000,39,,191,191,last-15 spread
music_disc_otherside,RENEWABLE,farmable,100000,50000,100000,100,,439,439,last-15 spread
music_disc_relic,STRUCTURE,trail ruins,3499999,3000000,3599999,83,,74,74,last-15 spread
music_disc_5,RENEWABLE,farmable,300000,249000,449000,26,,200,200,last-15 spread
music_disc_pigstep,STRUCTURE,bastion,500000,450000,500000,100,,563,563,last-15 spread
music_disc_precipice,STRUCTURE,trial chamber,95000,30000,105000,87,,321,321,last-15 spread
music_disc_tears,RENEWABLE,farmable,400000,200000,500000,67,,330,330,last-15 spread
disc_fragment_5,RENEWABLE,farmable,25000,24950,49000,0,,217,1882,last-15 spread
nautilus_shell,STRUCTURE,drowned/fishing,8333,4900,18000,26,,338,3349,last-15 spread
iron_nautilus_armor,RENEWABLE,farmable,10000,10000,30000,0,,124,124,last-15 spread
golden_nautilus_armor,RENEWABLE,farmable,29000,10000,35000,76,,142,142,last-15 spread
diamond_nautilus_armor,RENEWABLE,farmable,70000,40000,90000,60,,137,137,last-15 spread
netherite_nautilus_armor,RENEWABLE,farmable,5000000,4899999,6500000,6,,20,20,last-15 spread
copper_nautilus_armor,RENEWABLE,farmable,10000,8000,10000,100,,254,254,last-15 spread
heart_of_the_sea,STRUCTURE,buried treasure,48386,45000,50000,68,,454,1239,last-15 spread
crossbow,RENEWABLE,farmable,15000,10000,25000,33,,3070,3070,last-15 spread
suspicious_stew,RENEWABLE,farmable,26000,10000,30000,80,,685,685,last-15 spread
loom,RENEWABLE,farmable,55000,50000,68999,26,,900,11117,last-15 spread
flower_banner_pattern,RENEWABLE,farmable,50000,10000,150000,29,,180,180,last-15 spread
skull_banner_pattern,RENEWABLE,farmable,500000,320000,1800000,12,,135,135,last-15 spread
globe_banner_pattern,STRUCTURE,n/a (crafted),90000,40000,199999,31,,106,106,last-15 spread
piglin_banner_pattern,RENEWABLE,farmable,899000,899000,999000,0,,182,182,last-15 spread
flow_banner_pattern,STRUCTURE,trial chamber,19000,17000,30000,15,,403,403,last-15 spread
guster_banner_pattern,STRUCTURE,trial chamber,19000,15000,20000,80,,215,215,last-15 spread
field_masoned_banner_pattern,RENEWABLE,farmable,400000,100000,400000,100,,50,50,last-15 spread
bordure_indented_banner_pattern,RENEWABLE,farmable,100000,99000,140000,2,,218,218,last-15 spread
goat_horn,RENEWABLE,farmable,200000,200000,355000,0,,897,897,last-15 spread
composter,RENEWABLE,farmable,6250,6250,20000,0,,4192,97830,last-15 spread
barrel,RENEWABLE,farmable,30000,15000,30000,100,,6782,170346,last-15 spread
smoker,RENEWABLE,farmable,2266,2188,4516,3,,3841,186957,last-15 spread
blast_furnace,RENEWABLE,farmable,30000,25000,38000,38,,3495,41752,last-15 spread
cartography_table,RENEWABLE,farmable,20000,20000,29000,0,,1274,4830,last-15 spread
fletching_table,RENEWABLE,farmable,35000,35000,40000,0,,1534,26306,last-15 spread
grindstone,RENEWABLE,farmable,45000,37500,60000,33,,2127,12618,last-15 spread
smithing_table,RENEWABLE,farmable,25000,25000,34900,0,,3460,18122,last-15 spread
stonecutter,RENEWABLE,farmable,40000,2031,49900,79,,2217,12955,last-15 spread
bell,RENEWABLE,farmable,70000,49999,124000,27,,642,3839,last-15 spread
lantern,RENEWABLE,farmable,15000,2344,49500,27,,4204,87367,last-15 spread
soul_lantern,RENEWABLE,farmable,3125,3109,50000,0,,2362,43698,last-15 spread
copper_lantern,RENEWABLE,farmable,6250,6250,7031,0,,194,7135,last-15 spread
exposed_copper_lantern,RENEWABLE,farmable,100000,50000,400000,14,,3,35,last-15 spread
weathered_copper_lantern,RENEWABLE,farmable,200000,180000,200000,100,,8,63,last-15 spread
oxidized_copper_lantern,RENEWABLE,farmable,78074,66667,200000,9,,126,1246,last-15 spread
waxed_copper_lantern,RENEWABLE,farmable,31250,2492,69999,43,,84,1167,last-15 spread
waxed_exposed_copper_lantern,RENEWABLE,farmable,195652,185000,1300000,1,,11,64,last-15 spread
waxed_weathered_copper_lantern,RENEWABLE,farmable,250000,200000,500000,17,,30,84,last-15 spread
waxed_oxidized_copper_lantern,RENEWABLE,farmable,185000,78125,185000,100,,52,416,last-15 spread
sweet_berries,RENEWABLE,farmable,313,234,556,25,,6378,381030,last-15 spread
glow_berries,RENEWABLE,farmable,1667,1547,3333,7,,971,52500,last-15 spread
campfire,RENEWABLE,farmable,40000,30000,99000,14,,2082,29423,last-15 spread
soul_campfire,RENEWABLE,farmable,75000,23810,83900,85,,1626,15040,last-15 spread
shroomlight,RENEWABLE,farmable,1563,781,1563,100,,1958,93015,last-15 spread
honeycomb,RENEWABLE,farmable,1724,1547,20000,1,,1877,104145,last-15 spread
beehive,RENEWABLE,farmable,5469,5469,350000,0,,1647,42077,last-15 spread
honey_bottle,RENEWABLE,farmable,10000,4444,15000,53,,364,2125,last-15 spread
honeycomb_block,RENEWABLE,farmable,2956,1953,3125,86,,302,8114,last-15 spread
lodestone,RENEWABLE,farmable,70000,14063,245000,24,,1510,39160,last-15 spread
crying_obsidian,RENEWABLE,farmable,5469,4375,11250,16,,2526,85871,last-15 spread
blackstone,RENEWABLE,farmable,3125,1000,300000,67,,5850,351546,6d candles
blackstone_slab,RENEWABLE,farmable,3906,3906,4688,0,,666,41663,last-15 spread
gilded_blackstone,STRUCTURE,bastion,1250000,1180000,1800000,11,,3188,41679,last-15 spread
polished_blackstone,RENEWABLE,farmable,3125,3125,3438,0,,3942,241585,last-15 spread
polished_blackstone_slab,RENEWABLE,farmable,1172,1079,2188,8,,536,32364,last-15 spread
polished_blackstone_stairs,RENEWABLE,farmable,3125,3109,23367,0,,1000,56698,last-15 spread
chiseled_polished_blackstone,RENEWABLE,farmable,7031,7031,30000,0,,1550,79272,last-15 spread
polished_blackstone_bricks,RENEWABLE,farmable,3078,2797,3078,100,,4832,286112,last-15 spread
polished_blackstone_brick_slab,RENEWABLE,farmable,1563,1563,6047,0,,436,26892,last-15 spread
polished_blackstone_brick_stairs,RENEWABLE,farmable,5469,4219,38750,4,,876,48493,last-15 spread
cracked_polished_blackstone_bricks,RENEWABLE,farmable,4444,3855,6250,25,,1991,122427,last-15 spread
respawn_anchor,RENEWABLE,farmable,21875,18000,99900,10,yes,5522,164388,6d candles
candle,RENEWABLE,farmable,1094,1094,1406,0,,836,29622,last-15 spread
white_candle,RENEWABLE,farmable,4688,4688,5922,0,,777,28616,last-15 spread
orange_candle,RENEWABLE,farmable,15594,12698,31250,16,,66,2008,last-15 spread
magenta_candle,RENEWABLE,farmable,14063,12500,20000,21,,53,1277,last-15 spread
light_blue_candle,RENEWABLE,farmable,15625,14063,21875,20,,83,1858,last-15 spread
yellow_candle,RENEWABLE,farmable,100000,6611,299000,32,,101,3281,last-15 spread
lime_candle,RENEWABLE,farmable,14047,13281,99999,1,,119,4855,last-15 spread
pink_candle,RENEWABLE,farmable,13875,2813,15625,86,,133,7187,last-15 spread
gray_candle,RENEWABLE,farmable,14063,12500,399000,0,,40,1470,last-15 spread
light_gray_candle,RENEWABLE,farmable,14063,4706,18750,67,,43,1305,last-15 spread
cyan_candle,RENEWABLE,farmable,23438,15522,95000,10,,160,7580,last-15 spread
blue_candle,RENEWABLE,farmable,9375,6250,10938,67,,121,4932,last-15 spread
brown_candle,RENEWABLE,farmable,15625,10000,450000,1,,71,2957,last-15 spread
green_candle,RENEWABLE,farmable,18750,13281,18750,100,,135,5465,last-15 spread
red_candle,RENEWABLE,farmable,10000,1250,35000,26,,705,26247,last-15 spread
black_candle,RENEWABLE,farmable,7813,7813,14047,0,,406,15978,last-15 spread
small_amethyst_bud,RENEWABLE,farmable,60000,30000,75000,67,,398,1629,last-15 spread
medium_amethyst_bud,RENEWABLE,farmable,100000,71429,200000,22,,649,2962,last-15 spread
large_amethyst_bud,RENEWABLE,farmable,40000,20000,65000,44,,294,2977,last-15 spread
amethyst_cluster,RENEWABLE,farmable,18000,6234,25000,63,,2287,35875,last-15 spread
pointed_dripstone,RENEWABLE,farmable,3333,938,10000,26,,4222,137534,last-15 spread
ochre_froglight,RENEWABLE,farmable,30000,3094,30000,100,,2004,97728,last-15 spread
pearlescent_froglight,RENEWABLE,farmable,1359,1202,1547,46,,2502,106502,last-15 spread
echo_shard,STRUCTURE,ancient city,15000,10000,31250,24,,351,7175,last-15 spread
brush,RENEWABLE,farmable,60000,59900,100000,0,,1690,1690,last-15 spread
netherite_upgrade_smithing_template,STRUCTURE,bastion,49800,48000,65000,11,,4147,15842,last-15 spread
sentry_armor_trim_smithing_template,STRUCTURE,pillager outpost,99000,89000,125000,28,,291,795,last-15 spread
dune_armor_trim_smithing_template,STRUCTURE,desert temple,140000,100000,150000,80,,1077,1456,last-15 spread
coast_armor_trim_smithing_template,STRUCTURE,shipwreck,90000,89000,98000,11,,1144,5100,last-15 spread
wild_armor_trim_smithing_template,STRUCTURE,jungle temple,95000,78125,210000,13,,610,901,last-15 spread
ward_armor_trim_smithing_template,STRUCTURE,ancient city,95000,95000,100000,0,,456,1323,last-15 spread
vex_armor_trim_smithing_template,STRUCTURE,woodland mansion,190000,150000,245000,42,,656,762,last-15 spread
tide_armor_trim_smithing_template,STRUCTURE,ocean monument,90000,82000,100000,44,,518,1011,last-15 spread
snout_armor_trim_smithing_template,STRUCTURE,bastion,119999,119000,120000,100,,412,606,last-15 spread
rib_armor_trim_smithing_template,STRUCTURE,nether fortress,95000,95000,97000,0,,1412,2364,last-15 spread
spire_armor_trim_smithing_template,STRUCTURE,end city,90000,90000,110000,0,,397,621,last-15 spread
wayfinder_armor_trim_smithing_template,STRUCTURE,trail ruins,199000,170000,230000,48,,228,349,last-15 spread
shaper_armor_trim_smithing_template,STRUCTURE,trail ruins,200000,170000,200000,100,,177,230,last-15 spread
silence_armor_trim_smithing_template,STRUCTURE,ancient city,100000,46719,160000,47,,9278,48805,last-15 spread
raiser_armor_trim_smithing_template,STRUCTURE,trail ruins,200000,99000,230000,77,,238,422,last-15 spread
host_armor_trim_smithing_template,STRUCTURE,trail ruins,200000,107000,225000,79,,233,281,last-15 spread
bolt_armor_trim_smithing_template,STRUCTURE,trial chamber,98000,31250,100000,97,,886,1855,last-15 spread
angler_pottery_sherd,STRUCTURE,ocean ruin,40000,25000,500000,3,,8,8,last-15 spread
archer_pottery_sherd,STRUCTURE,ocean ruin,50000,21000,500000,6,,2,2,last-15 spread
arms_up_pottery_sherd,STRUCTURE,desert well/temple,500000,10000,1000000,49,,0,0,last-15 spread
blade_pottery_sherd,STRUCTURE,ocean ruin,50000,20000,100000,38,,12,12,last-15 spread
brewer_pottery_sherd,STRUCTURE,desert temple,150000,50000,1900000,5,,2,2,last-15 spread
burn_pottery_sherd,STRUCTURE,trail ruins,50000,50000,199999,0,,7,7,last-15 spread
danger_pottery_sherd,STRUCTURE,desert temple,99000,45000,100000,98,,7,7,last-15 spread
explorer_pottery_sherd,STRUCTURE,ocean ruin,100000,20000,120000,80,,9,14,last-15 spread
flow_pottery_sherd,STRUCTURE,trial chamber,12500,5000,25000,38,,57,1552,last-15 spread
friend_pottery_sherd,STRUCTURE,trail ruins,100000,75000,500000,6,,5,6,last-15 spread
guster_pottery_sherd,STRUCTURE,trial chamber,10000,5000,14844,51,,58,385,last-15 spread
heart_pottery_sherd,STRUCTURE,desert temple/ocean ruin,75000,50000,166667,21,,10,16,last-15 spread
heartbreak_pottery_sherd,STRUCTURE,ocean ruin,98000,50000,100000,96,,6,6,last-15 spread
howl_pottery_sherd,STRUCTURE,trail ruins,100000,50000,399000,14,,6,6,last-15 spread
miner_pottery_sherd,STRUCTURE,trail ruins,200000,40000,500000,35,,0,0,last-15 spread
mourner_pottery_sherd,STRUCTURE,trail ruins,99999,40000,100000,100,,9,14,last-15 spread
plenty_pottery_sherd,STRUCTURE,trail ruins,99000,20000,100000,99,,7,7,last-15 spread
prize_pottery_sherd,STRUCTURE,trail ruins,50000,40000,500000,2,,2,2,last-15 spread
scrape_pottery_sherd,STRUCTURE,trial chamber,18750,8000,25000,63,,44,311,last-15 spread
sheaf_pottery_sherd,STRUCTURE,trail ruins,50000,40000,199999,6,,5,5,last-15 spread
shelter_pottery_sherd,STRUCTURE,trail ruins,180000,25000,300000,56,,10,10,last-15 spread
skull_pottery_sherd,STRUCTURE,desert temple,200000,200000,700000,0,,8,9,last-15 spread
snort_pottery_sherd,STRUCTURE,trail ruins,40000,25000,50000,60,,10,10,last-15 spread
copper_grate,RENEWABLE,farmable,15625,5469,400000,3,,124,6200,last-15 spread
exposed_copper_grate,RENEWABLE,farmable,31250,9375,200000,11,,3,49,last-15 spread
weathered_copper_grate,RENEWABLE,farmable,26667,15000,150000,9,,1,10,last-15 spread
oxidized_copper_grate,RENEWABLE,farmable,25000,10000,200000,8,,39,1174,last-15 spread
waxed_copper_grate,RENEWABLE,farmable,6250,3734,11333,33,,264,13081,last-15 spread
waxed_exposed_copper_grate,RENEWABLE,farmable,150000,90000,150000,100,,0,0,last-15 spread
waxed_weathered_copper_grate,RENEWABLE,farmable,618750,16667,618750,100,,0,0,last-15 spread
waxed_oxidized_copper_grate,RENEWABLE,farmable,12141,6834,12141,100,,278,14840,last-15 spread
copper_bulb,RENEWABLE,farmable,1953,1953,20000,0,,2415,55262,last-15 spread
exposed_copper_bulb,RENEWABLE,farmable,66615,50000,94999,37,,21,174,last-15 spread
weathered_copper_bulb,RENEWABLE,farmable,100000,45000,800000,7,,91,157,last-15 spread
oxidized_copper_bulb,RENEWABLE,farmable,80000,70000,99000,34,,802,6937,last-15 spread
waxed_copper_bulb,RENEWABLE,farmable,49998,2813,70000,70,,877,16910,last-15 spread
waxed_exposed_copper_bulb,RENEWABLE,farmable,40000,5000,40000,100,,173,799,last-15 spread
waxed_weathered_copper_bulb,RENEWABLE,farmable,35000,20000,75000,27,,143,909,last-15 spread
waxed_oxidized_copper_bulb,RENEWABLE,farmable,12500,12500,79990,0,,1008,18772,last-15 spread
copper_chest,RENEWABLE,farmable,72000,60000,72000,100,,737,15426,last-15 spread
exposed_copper_chest,RENEWABLE,farmable,75000,37500,135938,38,,22,205,last-15 spread
weathered_copper_chest,RENEWABLE,farmable,200000,50000,200000,100,,8,12,last-15 spread
oxidized_copper_chest,RENEWABLE,farmable,12750,10000,30000,14,,112,2730,last-15 spread
waxed_copper_chest,RENEWABLE,farmable,51000,51000,60000,0,,45,371,last-15 spread
waxed_exposed_copper_chest,RENEWABLE,farmable,87500,31250,100000,82,,2,3,last-15 spread
waxed_weathered_copper_chest,RENEWABLE,farmable,90000,75000,200000,12,,12,15,last-15 spread
waxed_oxidized_copper_chest,RENEWABLE,farmable,156250,11328,300000,50,,40,474,last-15 spread
copper_golem_statue,RENEWABLE,farmable,100000,50000,200000,33,,320,1053,last-15 spread
exposed_copper_golem_statue,RENEWABLE,farmable,250000,100000,750000,23,,10,11,last-15 spread
weathered_copper_golem_statue,RENEWABLE,farmable,500000,100000,999000,44,,10,10,last-15 spread
oxidized_copper_golem_statue,RENEWABLE,farmable,120000,100000,350000,8,,339,1031,last-15 spread
waxed_copper_golem_statue,RENEWABLE,farmable,150000,150000,285000,0,,55,57,last-15 spread
waxed_exposed_copper_golem_statue,RENEWABLE,farmable,150000,100000,400000,17,,3,3,last-15 spread
waxed_weathered_copper_golem_statue,RENEWABLE,farmable,250000,100000,800000,21,,5,5,last-15 spread
waxed_oxidized_copper_golem_statue,RENEWABLE,farmable,60000,50000,150000,10,,24,194,last-15 spread
trial_key,STRUCTURE,trial chamber vault,58900,49000,60000,90,yes,2224,11384,last-15 spread
ominous_trial_key,STRUCTURE,trial chamber (ominous vault),544999,540000,544999,100,yes,4249,7804,last-15 spread
ominous_bottle,RENEWABLE,farmable,150000,78125,150000,100,yes,18773,211097,last-15 spread
