kind,action,item,inputs,unit_cost,unit_value,per_listing,capital_per_listing,profit_per_listing,cycle_min,profit_per_slot_hour,raw_slot_hour,grade,depth_listings_per_day,ceiling_per_hour,useful_slots,note
CRAFT,craft mangrove_sign and sell a stack,mangrove_sign,6x mangrove_planks + 1x stick,3435.7,6188.0,16,54971,44037,37.1,35641,71282,C,20.0,18314,0.51,
CRAFT,craft magenta_bed and sell a stack,magenta_bed,3x magenta_wool + 3x spruce_planks,5625.0,20000.0,1,5625,14375,12.1,35507,71014,C,64.6,19346,0.54,
CRAFT,craft dark_oak_wood and sell a stack,dark_oak_wood,4x dark_oak_log,133.3,1738.0,64,8533,102699,87.7,35145,70289,C,8.3,17775,0.51,
FLIP,"buy bone_block on /orders at 445, relist a stack",bone_block,64 x bone_block,445.0,763.0,64,28480,20352,35.0,34889,34889,A,977.7,829115,23.76,order needs ~0.5h to fill
CRAFT,craft orange_harness and sell a stack,orange_harness,3x leather + 2x glass + 1x orange_wool,5721.9,400000.0,1,5722,394278,343.9,34399,68798,C,2.1,17250,0.5,
CRAFT,craft mojang_banner_pattern and sell a stack,mojang_banner_pattern,1x paper + 1x enchanted_golden_apple,1366022.5,1590000.0,1,1366022,223978,195.6,34353,68707,C,3.7,17265,0.5,
CRAFT,craft warped_button and sell a stack,warped_button,1x warped_planks,2049.1,5391.0,64,131139,213885,326.9,33370,39259,B,2.2,16736,0.5,
CRAFT,craft wolf_armor and sell a stack,wolf_armor,6x armadillo_scute,3073.0,10000.0,1,3073,6927,10.7,33046,38878,B,74.3,18228,0.55,
FLIP,"buy totem_of_undying on /orders at 103,000, relist a stack",totem_of_undying,1 x totem_of_undying,103000.0,125000.0,1,103000,22000,35.0,32057,37714,B,2408.3,1876467,58.54,order needs ~0.5h to fill
CRAFT,craft mossy_cobblestone_stairs and sell a stack,mossy_cobblestone_stairs,6x mossy_cobblestone,36.0,625.0,64,2304,37696,35.5,31820,63640,C,20.8,16371,0.51,
CRAFT,craft resin_brick_stairs and sell a stack,resin_brick_stairs,6x resin_bricks,8324.0,15625.0,64,532737,467263,751.5,31711,37307,B,1.0,15877,0.5,
CRAFT,craft birch_planks and sell a stack,birch_planks,1x birch_log,40.0,250.0,64,2560,13440,12.8,31493,62987,C,61.0,17081,0.54,
CRAFT,craft pale_oak_fence_gate and sell a stack,pale_oak_fence_gate,4x stick + 2x pale_oak_planks,1329.9,1563.0,64,85112,14920,14.9,30023,60047,C,51.8,16091,0.54,
CRAFT,craft orange_carpet and sell a stack,orange_carpet,2x orange_wool,2875.3,3125.0,64,184019,15981,27.5,29648,34879,B,27.2,15383,0.52,
CRAFT,craft lime_stained_glass_pane and sell a stack,lime_stained_glass_pane,6x lime_stained_glass,75.0,781.0,64,4800,45184,46.6,29074,58147,C,15.8,14855,0.51,
CRAFT,craft melon_seeds and sell a stack,melon_seeds,1x melon_slice,10.0,800.0,64,640,50560,52.3,29010,58020,C,14.0,14788,0.51,
CRAFT,craft polished_diorite and sell a stack,polished_diorite,4x diorite,1196.9,1250.0,64,76603,3397,6.0,28876,33971,B,261.8,31494,1.09,
CRAFT,craft cherry_fence_gate and sell a stack,cherry_fence_gate,4x stick + 2x cherry_planks,1582.5,3125.0,64,101280,98720,104.5,28352,56704,C,7.0,14313,0.5,
CRAFT,craft dried_kelp and sell a stack,dried_kelp,1x dried_kelp_block,55.6,141.0,64,3556,5468,6.0,27342,54684,C,241.4,27506,1.01,
CRAFT,craft jungle_shelf and sell a stack,jungle_shelf,6x stripped_jungle_log,10742.8,12500.0,64,687539,112461,213.5,26858,31598,B,3.4,13492,0.5,
CRAFT,craft waxed_cut_copper_slab and sell a stack,waxed_cut_copper_slab,3x waxed_cut_copper,3174.5,7000.0,64,203168,244832,468.3,26661,31366,B,1.5,13359,0.5,
CRAFT,craft birch_wood and sell a stack,birch_wood,4x birch_log,213.3,1563.0,64,13653,86379,102.3,25337,50674,C,7.1,12794,0.5,
CRAFT,craft cut_copper and sell a stack,cut_copper,4x copper_block,642.0,3000.0,64,41088,150912,183.6,24653,49307,C,3.9,12394,0.5,
CRAFT,craft furnace and sell a stack,furnace,8x cobbled_deepslate,80.0,156.0,64,5120,4864,6.0,24320,48640,C,707.7,71712,2.95,
FLIP,"buy ender_pearl on /orders at 55, relist a stack",ender_pearl,16 x ender_pearl,55.0,938.0,16,880,14128,35.0,24219,24219,A,3087.7,1817608,75.05,order needs ~0.5h to fill
CRAFT,craft spruce_chest_boat and sell a stack,spruce_chest_boat,1x chest + 1x spruce_boat,8558.2,20000.0,1,8558,11442,24.3,24013,28250,B,30.9,12522,0.52,
CRAFT,craft jungle_planks and sell a stack,jungle_planks,1x jungle_log,16.5,250.0,64,1056,14944,18.7,23980,47959,C,40.7,12667,0.53,
CRAFT,craft polished_granite_stairs and sell a stack,polished_granite_stairs,6x polished_granite,1500.0,2344.0,64,96000,54016,117.9,23361,27483,B,6.2,11780,0.5,
CRAFT,craft crimson_planks and sell a stack,crimson_planks,1x crimson_stem,511.7,625.0,64,32750,7250,16.5,22436,26395,B,46.5,11943,0.53,
CRAFT,craft cherry_fence and sell a stack,cherry_fence,4x cherry_planks + 2x stick,1045.0,1563.0,64,66880,33152,45.7,21753,43506,C,16.1,11120,0.51,
CRAFT,craft jungle_boat and sell a stack,jungle_boat,5x jungle_planks,1250.0,10000.0,1,1250,8750,20.7,21531,25330,B,36.5,11311,0.53,
CRAFT,craft birch_fence_gate and sell a stack,birch_fence_gate,4x stick + 2x birch_planks,332.5,1875.0,64,21280,98720,138.6,21363,42725,C,5.2,10759,0.5,
CRAFT,craft pale_oak_boat and sell a stack,pale_oak_boat,5x pale_oak_planks,3274.7,14000.0,1,3275,10725,25.7,21249,24998,B,29.1,11054,0.52,
CRAFT,craft bamboo_raft and sell a stack,bamboo_raft,5x bamboo_planks,2345.0,10000.0,1,2345,7655,18.6,20985,24688,B,40.9,11089,0.53,
CRAFT,craft magenta_harness and sell a stack,magenta_harness,3x leather + 2x glass + 1x magenta_wool,3252.0,60000.0,1,3252,56748,81.9,20787,41574,C,8.9,10522,0.51,
CRAFT,craft field_masoned_banner_pattern and sell a stack,field_masoned_banner_pattern,1x paper + 1x bricks,2056.0,100000.0,1,2056,97944,145.0,20264,40529,C,5.0,10202,0.5,
CRAFT,craft saddle and sell a stack,saddle,3x leather + 1x iron_ingot,1019.0,5000.0,1,1019,3981,6.0,19905,39810,C,208.1,17259,0.87,
CRAFT,craft sugar and sell a stack,sugar,1x sugar_cane,51.0,234.0,64,3264,11712,18.0,19565,39130,C,42.5,10359,0.53,
CRAFT,craft light_gray_candle and sell a stack,light_gray_candle,1x candle + 1x light_gray_dye,1123.0,4706.0,64,71872,229312,354.1,19428,38855,C,2.0,9741,0.5,
CRAFT,craft birch_sign and sell a stack,birch_sign,6x birch_planks + 1x stick,314.2,625.0,16,5027,4973,7.8,19144,38288,C,106.0,10981,0.57,
CRAFT,craft jungle_slab and sell a stack,jungle_slab,3x jungle_planks,125.0,469.0,64,8000,22016,60.8,18463,21722,B,12.0,9386,0.51,
CRAFT,craft end_stone_brick_slab and sell a stack,end_stone_brick_slab,3x end_stone_bricks,156.5,781.0,64,10016,39968,111.8,18233,21451,B,6.5,9199,0.5,
CRAFT,craft red_harness and sell a stack,red_harness,3x leather + 2x glass + 1x red_wool,4352.5,60000.0,1,4352,55648,93.3,17892,35783,C,7.8,9043,0.51,
CRAFT,craft suspicious_stew and sell a stack,suspicious_stew,1x bowl + 1x brown_mushroom + 1x red_mushroom + 1x allium,3136.2,10000.0,1,3136,6864,11.5,17888,35777,C,68.5,9795,0.55,
CRAFT,craft iron_nugget and sell a stack,iron_nugget,1x iron_ingot,18.9,522.0,64,1209,32199,54.8,17637,35274,C,13.4,8983,0.51,
CRAFT,craft raw_copper_block and sell a stack,raw_copper_block,9x raw_copper,450.0,2000.0,64,28800,99200,169.5,17553,35106,C,4.3,8829,0.5,
CRAFT,craft magenta_carpet and sell a stack,magenta_carpet,2x magenta_wool,1228.7,1563.0,64,78635,21397,65.3,16699,19646,B,11.2,8479,0.51,
FLIP,"buy pink_petals on /orders at 6, relist a stack",pink_petals,64 x pink_petals,6.0,156.0,64,384,9600,35.0,16457,16457,A,169.1,67653,4.11,order needs ~0.5h to fill
CRAFT,craft birch_button and sell a stack,birch_button,1x birch_planks,156.2,391.0,64,10000,15024,47.3,16198,19057,B,15.6,8274,0.51,
CRAFT,craft creeper_banner_pattern and sell a stack,creeper_banner_pattern,1x paper + 1x creeper_head,206103.0,249000.0,1,206103,42897,80.1,16062,32124,C,9.1,8133,0.51,
CRAFT,craft dark_oak_chest_boat and sell a stack,dark_oak_chest_boat,1x chest + 1x dark_oak_boat,5558.2,88000.0,1,5558,82442,267.7,15708,18480,B,2.7,7883,0.5,
CRAFT,craft acacia_planks and sell a stack,acacia_planks,1x acacia_log,35.6,313.0,64,2280,17752,34.7,15365,30731,C,21.4,7911,0.51,
CRAFT,craft stripped_oak_wood and sell a stack,stripped_oak_wood,4x stripped_oak_log,7220.6,7422.0,64,462118,12890,44.2,14873,17497,B,16.7,7608,0.51,
CRAFT,craft acacia_chest_boat and sell a stack,acacia_chest_boat,1x chest + 1x acacia_boat,808.2,100000.0,1,808,99192,201.0,14805,29609,C,3.6,7439,0.5,
CRAFT,craft light_gray_harness and sell a stack,light_gray_harness,3x leather + 2x glass + 1x light_gray_wool,3284.0,90000.0,1,3284,86716,190.5,13658,27316,C,3.8,6865,0.5,
FLIP,"buy spruce_log on /orders at 72, relist a stack",spruce_log,64 x spruce_log,72.0,192.0,64,4608,7680,35.0,13166,13166,A,1389.7,444689,33.78,order needs ~0.5h to fill
CRAFT,craft mangrove_boat and sell a stack,mangrove_boat,5x mangrove_planks,8585.0,30000.0,1,8585,21415,85.7,12743,14992,B,8.5,6447,0.51,
CRAFT,craft granite_stairs and sell a stack,granite_stairs,6x granite,652.2,1172.0,64,41739,33269,142.5,11909,14010,B,5.1,5996,0.5,
CRAFT,craft birch_slab and sell a stack,birch_slab,3x birch_planks,78.1,161.0,64,5000,5304,23.3,11593,13639,B,32.2,6056,0.52,
CRAFT,craft green_harness and sell a stack,green_harness,3x leather + 2x glass + 1x green_wool,1910.1,99000.0,1,1910,97090,258.1,11283,22567,C,2.8,5664,0.5,
CRAFT,craft bowl and sell a stack,bowl,3x spruce_planks,24.0,500.0,64,1536,30464,83.9,10896,21792,C,8.7,5514,0.51,
CRAFT,craft furnace_minecart and sell a stack,furnace_minecart,1x furnace + 1x minecart,555.3,15000.0,1,555,14445,41.4,10455,20909,C,17.8,5357,0.51,
CRAFT,craft cyan_harness and sell a stack,cyan_harness,3x leather + 2x glass + 1x cyan_wool,3752.8,95000.0,1,3753,91247,267.7,10227,20454,C,2.7,5133,0.5,
CRAFT,craft cherry_slab and sell a stack,cherry_slab,3x cherry_planks,390.6,469.0,64,25000,5016,25.1,10203,12004,B,29.9,5314,0.52,
CRAFT,craft mushroom_stew and sell a stack,mushroom_stew,1x brown_mushroom + 1x red_mushroom + 1x bowl,3135.2,7000.0,1,3135,3865,11.6,10032,20064,C,68.2,5491,0.55,
FLIP,"buy short_dry_grass on /orders at 500, relist a stack",short_dry_grass,64 x short_dry_grass,500.0,1164.0,64,32000,42496,256.3,9950,9950,A,4.5,7960,0.8,order needs ~1.6h to fill
FLIP,"buy bamboo on /orders at 14, relist a stack",bamboo,64 x bamboo,14.0,93.8,64,896,5104,35.0,8750,8750,A,548.2,116584,13.32,order needs ~0.5h to fill
CRAFT,craft light_gray_bed and sell a stack,light_gray_bed,3x light_gray_wool + 3x spruce_planks,5721.0,19900.0,1,5721,14179,52.1,8170,16340,C,14.1,4165,0.51,
CRAFT,craft jungle_fence and sell a stack,jungle_fence,4x jungle_planks + 2x stick,336.7,1094.0,64,21547,48469,184.4,7887,15774,C,3.9,3965,0.5,
CRAFT,craft bamboo_chest_raft and sell a stack,bamboo_chest_raft,1x chest + 1x bamboo_raft,10558.2,70000.0,1,10558,59442,401.0,7560,8894,B,1.8,3789,0.5,
CRAFT,craft purple_harness and sell a stack,purple_harness,3x leather + 2x glass + 1x purple_wool,4440.0,70000.0,1,4440,65560,267.7,7348,14696,C,2.7,3688,0.5,
CRAFT,craft lime_harness and sell a stack,lime_harness,3x leather + 2x glass + 1x lime_wool,4534.0,60000.0,1,4534,55466,233.3,7134,14267,C,3.1,3582,0.5,
CRAFT,craft brown_harness and sell a stack,brown_harness,3x leather + 2x glass + 1x brown_wool,5995.2,50000.0,1,5995,44005,190.5,6931,13862,C,3.8,3484,0.5,
CRAFT,craft chiseled_resin_bricks and sell a stack,chiseled_resin_bricks,2x resin_brick_slab,12000.0,14063.0,64,768000,132032,1004.9,6701,7883,B,0.7,3354,0.5,
CRAFT,craft oak_chest_boat and sell a stack,oak_chest_boat,1x chest + 1x oak_boat,15558.2,19000.0,1,15558,3442,26.8,6548,7704,B,27.9,3401,0.52,
CRAFT,craft jungle_fence_gate and sell a stack,jungle_fence_gate,4x stick + 2x jungle_planks,520.0,1563.0,64,33280,66752,312.6,6407,12814,C,2.3,3214,0.5,
CRAFT,craft pale_oak_hanging_sign and sell a stack,pale_oak_hanging_sign,2x iron_chain + 6x stripped_pale_oak_log,4427.2,4688.0,16,70836,4172,33.3,6383,7510,B,22.3,3290,0.52,
CRAFT,craft lever and sell a stack,lever,1x stick + 1x cobblestone,136.4,156.0,64,8727,1257,6.0,6285,12570,C,379.3,9932,1.58,
CRAFT,craft beetroot_soup and sell a stack,beetroot_soup,1x bowl + 6x beetroot,2494.0,39000.0,1,2494,36506,176.6,6201,12402,C,4.1,3118,0.5,
CRAFT,craft copper_nugget and sell a stack,copper_nugget,1x copper_ingot,7.0,1016.0,64,448,64576,326.9,5927,11853,C,2.2,2972,0.5,
CRAFT,craft magenta_stained_glass_pane and sell a stack,magenta_stained_glass_pane,6x magenta_stained_glass,468.8,547.0,64,30000,5008,50.6,5047,5938,B,14.5,2574,0.51,
CRAFT,craft flower_banner_pattern and sell a stack,flower_banner_pattern,1x paper + 1x oxeye_daisy,3228.0,10000.0,1,3228,6772,41.0,4955,9910,C,18.0,2540,0.51,
CRAFT,craft birch_chest_boat and sell a stack,birch_chest_boat,1x chest + 1x birch_boat,10383.2,25000.0,1,10383,14617,168.4,4426,5207,B,4.3,2226,0.5,
CRAFT,craft waxed_oxidized_copper_chest and sell a stack,waxed_oxidized_copper_chest,1x oxidized_copper_chest + 1x honeycomb,9100.0,11328.0,64,582400,142592,973.2,4396,8792,C,0.7,2200,0.5,
CRAFT,craft bamboo_mosaic_slab and sell a stack,bamboo_mosaic_slab,3x bamboo_mosaic,789.0,1172.0,64,50496,24512,305.6,4091,4813,B,2.4,2052,0.5,
CRAFT,craft snow and sell a stack,snow,3x snow_block,302.2,313.0,64,19339,693,9.4,3752,4414,B,85.4,2099,0.56,
CRAFT,craft cut_red_sandstone_slab and sell a stack,cut_red_sandstone_slab,3x cut_red_sandstone,1953.1,2869.0,64,125000,58616,803.8,3719,4375,B,0.9,1862,0.5,
CRAFT,craft orange_bed and sell a stack,orange_bed,3x orange_wool + 3x spruce_planks,13034.8,15000.0,1,13035,1965,31.3,1886,3773,C,23.8,974,0.52,
CRAFT,craft jungle_sign and sell a stack,jungle_sign,6x jungle_planks + 1x stick,501.7,563.0,16,8027,981,19.9,1478,2956,C,38.1,778,0.53,
CRAFT,craft bamboo_slab and sell a stack,bamboo_slab,3x bamboo_planks,234.5,781.0,64,15008,34976,1441.0,1238,1456,B,0.0,0,0.0,
CRAFT,craft acacia_slab and sell a stack,acacia_slab,3x acacia_planks,22.5,109.0,64,1440,5536,233.3,712,1424,C,3.1,358,0.5,
CRAFT,craft purpur_block and sell a stack,purpur_block,4x popped_chorus_fruit,1562.5,1563.0,64,100000,32,6.0,272,320,B,192.8,218,0.8,
CRAFT,craft jungle_pressure_plate and sell a stack,jungle_pressure_plate,2x jungle_planks,500.0,578.0,64,32000,4992,1213.6,210,247,B,0.6,105,0.5,
